-6.390	0
-6.385	0
-6.385	0
-6.375	0
-6.365	0
-6.360	0
-6.375	0
-6.385	0
-6.390	0
-6.390	0
-6.400	0
-6.415	0
-6.430	0
-6.445	0
-6.460	0
-6.470	0
-6.480	0
-6.480	0
-6.475	0
-6.465	0
-6.465	0
-6.465	0
-6.465	0
-6.465	0
-6.470	0
-6.465	0
-6.475	0
-6.495	0
-6.525	0
-6.540	0
-6.520	0
-6.445	0
-6.270	0
-6.025	0
-5.790	0
-5.550	1
-5.325	1
-5.155	1
-5.110	1
-5.255	1
-5.605	1
-6.050	0
-6.410	0
-6.610	0
-6.690	0
-6.700	0
-6.685	0
-6.660	0
-6.640	0
-6.630	0
-6.630	0
-6.635	0
-6.630	0
-6.635	0
-6.630	0
-6.630	0
-6.625	0
-6.625	0
-6.620	0
-6.615	0
-6.615	0
-6.615	0
-6.615	0
-6.610	0
-6.610	0
-6.600	0
-6.600	0
-6.600	0
-6.600	0
-6.610	0
-6.610	0
-6.610	0
-6.610	0
-6.615	0
-6.615	0
-6.615	0
-6.615	0
-6.605	0
-6.595	0
-6.580	0
-6.570	0
-6.560	0
-6.535	0
-6.505	0
-6.475	0
-6.435	0
-6.400	0
-6.390	0
-6.380	0
-6.365	0
-6.360	0
-6.355	0
-6.355	0
-6.365	0
-6.370	0
-6.360	0
-6.375	0
-6.385	0
-6.385	0
-6.385	0
-6.390	0
-6.400	0
-6.400	0
-6.400	0
-6.405	0
-6.400	0
-6.405	0
-6.405	0
-6.400	0
-6.400	0
-6.405	0
-6.400	0
-6.390	0
-6.380	0
-6.375	0
-6.360	0
-6.365	0
-6.370	0
-6.370	0
-6.360	0
-6.360	0
-6.360	0
-6.360	0
-6.360	0
-6.375	0
-6.365	0
-6.360	0
-6.365	0
-6.370	0
-6.375	0
-6.390	0
-6.405	0
-6.420	0
-6.435	0
-6.450	0
-6.450	0
-6.440	0
-6.445	0
-6.450	0
-6.455	0
-6.455	0
-6.460	0
-6.460	0
-6.460	0
-6.460	0
-6.465	0
-6.480	0
-6.530	0
-6.555	0
-6.530	0
-6.440	0
-6.255	0
-6.000	0
-5.750	0
-5.510	1
-5.290	1
-5.125	1
-5.080	1
-5.200	1
-5.535	1
-6.010	0
-6.435	0
-6.675	0
-6.790	0
-6.820	0
-6.810	0
-6.770	0
-6.730	0
-6.705	0
-6.685	0
-6.675	0
-6.670	0
-6.675	0
-6.680	0
-6.690	0
-6.680	0
-6.670	0
-6.670	0
-6.670	0
-6.660	0
-6.660	0
-6.670	0
-6.660	0
-6.655	0
-6.660	0
-6.670	0
-6.670	0
-6.670	0
-6.665	0
-6.665	0
-6.675	0
-6.685	0
-6.690	0
-6.690	0
-6.685	0
-6.675	0
-6.660	0
-6.650	0
-6.645	0
-6.620	0
-6.600	0
-6.570	0
-6.535	0
-6.505	0
-6.475	0
-6.445	0
-6.425	0
-6.415	0
-6.395	0
-6.375	0
-6.370	0
-6.385	0
-6.385	0
-6.405	0
-6.430	0
-6.440	0
-6.440	0
-6.445	0
-6.450	0
-6.455	0
-6.465	0
-6.470	0
-6.460	0
-6.455	0
-6.445	0
-6.435	0
-6.430	0
-6.435	0
-6.430	0
-6.420	0
-6.420	0
-6.435	0
-6.425	0
-6.405	0
-6.390	0
-6.380	0
-6.370	0
-6.365	0
-6.375	0
-6.395	0
-6.400	0
-6.390	0
-6.385	0
-6.380	0
-6.380	0
-6.385	0
-6.395	0
-6.395	0
-6.390	0
-6.400	0
-6.420	0
-6.435	0
-6.435	0
-6.450	0
-6.475	0
-6.470	0
-6.470	0
-6.465	0
-6.465	0
-6.480	0
